Data_source,CAMHID,Site,SiteCode,Region,Year,Century,century_recode,d13C_whole_oto,d18O_whole_oto,d13C_juv,d18O_juv,d13C_adult,d18O_adult,Age_yr,Oto_section_diameter_mm,Estimated_fishlength_cm,VonB_fishlength_cm,VonB_residual,G_index,O18_Reynolds
SS,292,BRV,BRV19,W,1900,19,19,-0.35,2.81,-0.28,2.56,-0.38,2.91,8,9.934141959,92.13906256,84.31,0.97863282,1.092860426,3.41
SS,293,BRV,BRV19,W,1900,19,19, , ,-2.87,2.1, , ,3,6.54912598,52.15190344,44.18,2.657301147,1.180441454,3.41
SS,294,BRV,BRV19,W,1900,19,19, , ,-1,2.33, , ,4,7.378842676,61.38124116,53.84,1.885310291,1.140067629,3.41
SS,295,BRV,BRV19,W,1900,19,19, , ,-1.39,2.01, , ,4,7.83625908,66.63713503,53.84,3.199283758,1.237688244,3.41
SS,296,BRV,BRV19,W,1900,19,19, , ,-1.59,1.75, , ,3,6.244309927,48.86472675,44.18,1.561575583,1.106037274,3.41
SS,297,BRV,BRV19,W,1900,19,19, , ,-2.17,1.98, , ,4,6.811271851,55.02416435,53.84,0.296041087,1.021994137,3.41
SS,298,BRV,BRV19,W,1900,19,19, , ,-0.93,2.15, , ,4,6.79535865,54.84863584,53.84,0.25215896,1.018733949,3.41
SS,299,BRV,BRV19,W,1900,19,19, , ,-1,2.05, , ,3,6.34954792,49.99313678,44.18,1.937712259,1.131578469,3.41
SS,300,BRV,BRV19,W,1880,19,19,-1.02,2.53,-1.43,2.32,-0.84,2.62,5,8.019529837,68.77508295,62.6,1.23501659,1.098643498,3.83
SS,301,BRV,BRV19,W,1880,19,19, , ,-2.17,2.17, , ,4,7.496428571,62.72126884,53.84,2.22031721,1.164956702,3.83
SS,302,BRV,BRV19,W,1880,19,19,-2.07,3.2,-4.76,2.72,-0.91,3.41,9,9.859732143,91.1976116,90.24,0.106401289,1.010611831,3.83
SS,303,BRV,BRV19,W,1880,19,19,0.04,2.92,-1.77,2.19,0.81,3.23,8,9.781401617,90.20936081,84.31,0.737420101,1.069972255,3.83
SS,304,BRV,BRV19,W,1880,19,19,-0.39,2.58,-0.15,2.1,-0.49,2.79,5,9.771698113,90.08713837,62.6,5.497427675,1.439091667,3.83
SS,305,BRV,BRV19,W,1649,17,17,-0.38,2.54,-1.93,2.48,0.28,2.56,9,10.7640611,102.8118424,90.24,1.396871374,1.139315629,3.6
SS,306,BRV,BRV19,W,1649,17,17,-0.53,2.6,-0.37,2.57,-0.6,2.61,7,9.843036837,90.98673481,77.77,1.888104973,1.169946442,3.6
SS,307,BRV,BRV19,W,1649,17,17,-2.05,3.39,-2.33,2.77,-1.93,3.65,9,10.82389937,103.5933583,90.24,1.483706475,1.147976045,3.6
SS,308,BRV,BRV19,W,1649,17,17, , ,-1.47,2.23, , ,5,7.149757869,58.79300767,62.6,-0.761398465,0.939185426,3.6
SS,309,BRV,BRV19,W,1550,16,16,-0.03,2.73,-1.66,2.29,0.67,2.92,11,11.90781671,118.0185896,100.49,1.593508142,1.174431183,3.86
SS,310,BRV,BRV19,W,1550,16,16,-0.84,2.81,-2.59,2.4,-0.09,2.98,10,9.855795148,91.14787201,95.61,-0.446212799,0.953329903,3.86
SS,311,BRV,BRV19,W,1550,16,16,-1.27,2.99,-3.02,2.35,-0.52,3.26,9,8.41416516,73.43934343,90.24,-1.866739619,0.813822511,3.86
SS,312,BRV,BRV19,W,1550,16,16,-0.12,2.53,-1.24,2.12,0.36,2.71,4,7.972457627,68.22423699,53.84,3.596059246,1.267166363,3.86
SS,313,BRV,BRV19,W,1550,16,16, , ,-1.83,2.31, , ,4,7.039963834,57.56319881,53.84,0.930799703,1.069153024,3.86
SS,314,BRV,BRV19,W,1550,16,16,-0.69,2.33,-2.12,1.94,-0.08,2.5,5,7.653631961,64.52482302,62.6,0.384964603,1.030747972,3.86
SS,315,BRV,BRV19,W,1450,15,15,-0.81,2.84,-1.69,2.6,-0.43,2.94,8,9.836298293,90.90165797,84.31,0.823957246,1.078183584,3.74
SS,316,BRV,BRV19,W,1450,15,15,-0.45,2.53,-1.27,1.83,-0.1,2.83,8,10.57744834,100.3848194,84.31,2.009352428,1.19066326,3.74
SS,317,BRV,BRV19,W,1450,15,15,-0.92,2.89,-1.44,2.33,-0.69,3.13,6,8.481416465,74.24231997,70.56,0.613719995,1.052187074,3.74
SS,318,BRV,BRV19,W,1450,15,15,-1.32,2.59,-2.84,2.4,-0.67,2.67,5,7.564891041,63.50503682,62.6,0.181007364,1.014457457,3.74
SS,319,BRV,BRV19,W,1450,15,15,-1.09,2.94,-0.76,2.5,-1.23,3.13,14,10.80943396,103.404288,112.56,-0.65397943,0.918659275,3.74
SS,320,BRV,BRV19,W,1450,15,15,-2.44,3.22,-4.6,2.52,-1.51,3.52,18,10.0703504,93.86909151,124.03,-1.675606027,0.7568257,3.74
SS,321,BRV,BRV19,W,1450,15,15,-1.58,2.57,-2.2,2.37,-1.32,2.66,21,10.81761006,103.5111424,130.12,-1.267088456,0.795505245,3.74
SS,322,BRV,BRV19,W,1450,15,15,-0.54,2.81,-1.95,2.71,0.07,2.85,13,12.08661276,120.4458414,108.93,0.885833951,1.105717813,3.74
SS,323,BRV,BRV19,W,1450,15,15,-0.53,2.42,-1.02,2.21,-0.32,2.51,12,11.10907457,107.3395332,104.92,0.201627764,1.023060743,3.74
SS,324,BRV,BRV19,W,1450,15,15, , ,-1.69,2.02, , ,3,5.788607595,44.05953908,44.18,-0.04015364,0.997273406,3.74
SS,325,BRV,BRV19,W,1450,15,15,0.04,2.4,-1.59,2.26,0.74,2.46,7,10.37708895,97.7964076,77.77,2.860915371,1.257508134,3.74
SS,326,BRV,BRV19,W,1450,15,15,-1.57,0.7,-1.18,2.2,-1.74,0.06,10,11.79721473,116.5237603,95.61,2.091376029,1.218740302,3.74
SS,327,BRV,BRV19,W,1450,15,15,-0.29,2.48,-0.88,2.2,-0.04,2.6,5,7.814527845,66.38483224,62.6,0.756966449,1.060460579,3.74
SS,328,BRV,BRV19,W,1450,15,15,-1.28,2.96,-3.41,2.23,-0.37,3.27,13,10.22704403,95.86992477,108.93,-1.004621171,0.8801058,3.74
SS,329,BRV,BRV19,W,1450,15,15, , ,-0.75,2.19, , ,7,6.549818402,52.15943556,77.77,-3.658652063,0.670688383,3.74
SS,330,BRV,BRV19,W,1450,15,15, , ,-0.89,2.18, , ,4,6.813680387,55.05074449,53.84,0.302686124,1.022487825,3.74
SS,331,BRV,BRV19,W,1450,15,15,-1.11,2.65,-2.86,2.24,-0.36,2.82,5,7.932748184,67.76047568,62.6,1.032095136,1.082435714,3.74
SS,332,BRV,BRV19,W,1450,15,15,-1.3,2.68,-2.83,2.1,-0.64,2.93,10,11.23306379,108.9793695,95.61,1.336936946,1.139832334,3.74
SS,333,BRV,BRV19,W,1900,19,19, , ,-3.35,1.98, , ,4,7.116214587,58.41654909,53.84,1.144137273,1.085002769,3.41
SS,334,BRV,BRV19,W,1880,19,19,-0.79,3.66,-1.73,2.5,-0.38,4.16,20,11.41205357,111.3583195,128.29,-0.846584027,0.868020262,3.83
SS,335,BRV,BRV19,W,1880,19,19, , ,-1.25,2.16, , ,6,8.106088005,69.7910883,70.56,-0.12815195,0.989102725,3.83
SS,336,BRV,BRV19,W,1880,19,19,-1.95,3.3,-3.66,2.83,-1.21,3.5,9,9.59901168,87.91948625,90.24,-0.257834861,0.974285087,3.83
SS,337,BRV,BRV19,W,1880,19,19,-1.09,2.71,-2.58,2.39,-0.45,2.85,5,7.059915612,57.78616132,62.6,-0.962767735,0.923101619,3.83
SS,338,BRV,BRV19,W,1880,19,19, , ,-0.03,2.43, , ,4,6.468583535,51.27776292,53.84,-0.640559271,0.952410158,3.83
SS,339,BRV,BRV19,W,1880,19,19,-0.52,3.1,-1.88,2.64,0.06,3.29,9,10.73620845,102.4486151,90.24,1.356512793,1.135290505,3.83
SS,340,BRV,BRV19,W,1880,19,19,-0.32,2.72,-1.85,2.23,0.34,2.93,9,10.80925427,103.4019399,90.24,1.462437762,1.14585483,3.83
SS,341,BRV,BRV19,W,1649,17,17,-1.08,2.6,-1.66,2.07,-0.83,2.83,5,8.34098063,72.56819,62.6,1.993638,1.159236262,3.6
SS,342,BRV,BRV19,W,1649,17,17,-1.55,3.52,-3.3,2.43,-0.8,3.98,8,9.820395328,90.70096121,84.31,0.798870152,1.075803122,3.6
SS,343,BRV,BRV19,W,1649,17,17,-1.1,3.03,-2.72,1.94,-0.41,3.49,9,8.934860737,79.71675895,90.24,-1.169249006,0.88338607,3.6
SS,344,BRV,BRV19,W,1649,17,17, , ,-2.04,1.66, , ,4,7.859209344,66.90386909,53.84,3.265967273,1.242642442,3.6
SS,345,BRV,BRV19,W,1649,17,17,-0.82,2.49,-2.18,2.43,-0.23,2.52,5,7.864556962,66.96606152,62.6,0.873212304,1.069745392,3.6
SS,346,BRV,BRV19,W,1649,17,17,-1.26,2.5,-2.2,2.25,-0.85,2.6,6,8.380592992,73.03937073,70.56,0.413228455,1.035138474,3.6
SS,347,BRV,BRV19,W,1450,15,15, , ,-1.57,2.39, , ,4,6.229294756,48.70429114,53.84,-1.283927215,0.904611648,3.74
SS,348,BRV,BRV19,W,1450,15,15,-0.73,2.77,-2.41,2.05,-0.01,3.08,7,9.406113801,85.51495819,77.77,1.106422599,1.099587993,3.74
SS,349,BRV,BRV19,W,1450,15,15,0,2.71,-1.45,2.5,0.62,2.8,6,8.707414105,76.95774986,70.56,1.066291643,1.090671058,3.74
